seed,order,n_src_vois,dist_max_vois(m)
65,13,411,0.134594502237461
65,14,455,0.140206771427089
65,15,497,0.149279715615081
66,1,7,0.0180572685915667
66,2,19,0.0336915178535983
66,3,37,0.0482767198660509
66,4,61,0.0622262127300644
66,5,90,0.0727852867130477
66,6,124,0.0819553498257824
66,7,161,0.0995446066695572
66,8,201,0.108742017236425
66,9,244,0.119488353804348
66,10,290,0.124388869003678
66,11,337,0.130235863902873
66,12,385,0.136754637876478
66,13,431,0.142158832479852
66,14,475,0.154017475138978
66,15,514,0.154017475138978
67,1,7,0.0177074521533159
67,2,19,0.0322463684580581
67,3,36,0.0448975754447837
67,4,58,0.0573727682640385
67,5,85,0.0673844359594354
67,6,117,0.0777358309235636
67,7,153,0.0831469908007601
67,8,193,0.100703025275372
67,9,235,0.115193721223978
67,10,279,0.130334800648798
67,11,323,0.134594502237461
67,12,367,0.140206771427089
67,13,411,0.149279715615081
67,14,455,0.154017475138978
67,15,497,0.155923606917253
68,1,7,0.0175776387651338
68,2,19,0.0338475944140072
68,3,36,0.0503775111521822
68,4,58,0.0613262902762181
68,5,85,0.0791602268729646
68,6,117,0.0876478621926517
68,7,153,0.0995396033068351
68,8,193,0.114490247134615
68,9,235,0.117456941262618
68,10,279,0.12038413070533
68,11,323,0.129850866900854
68,12,367,0.137527090332741
68,13,411,0.143693754928059
68,14,455,0.152560487482648
68,15,497,0.159369742705965
69,1,7,0.019948300880445
69,2,19,0.0350134188550433
69,3,37,0.0513113266030919
69,4,61,0.0657455549276112
69,5,90,0.0806553715275091
69,6,124,0.0997393254395886
69,7,161,0.108698734521572
69,8,201,0.108698734521572
69,9,244,0.116009313088081
69,10,290,0.118820520476912
69,11,337,0.127186329119777
69,12,385,0.131808118169177
69,13,431,0.140967736142982
69,14,475,0.145922012959103
69,15,514,0.152233085969198
70,1,7,0.0204888039604226
70,2,19,0.0402375552055571
70,3,36,0.0566270377978247
70,4,58,0.0794327417925268
70,5,85,0.0942477897913796
70,6,117,0.106218904749262
70,7,153,0.116039622841159
70,8,193,0.118820520476912
70,9,235,0.127186329119777
70,10,279,0.133079974255757
70,11,323,0.141638677848517
70,12,367,0.153287362919478
70,13,411,0.162968823009262
70,14,455,0.16415011520207
70,15,497,0.166328153273247
71,1,7,0.0200981948509346
71,2,19,0.0401643558641904
71,3,37,0.0635736451107191
71,4,61,0.0812306046917988
71,5,90,0.0949543013614246
71,6,124,0.102215784445571
71,7,161,0.105745157312371
71,8,201,0.109499253887735
71,9,244,0.116039622841159
71,10,290,0.120155865962751
71,11,337,0.129858428507286
71,12,385,0.139681956393047
71,13,431,0.145340363229415
71,14,475,0.154928815537495
71,15,514,0.166328153273247
72,1,7,0.0235105179762575
72,2,19,0.0446503064687042
72,3,36,0.0580536003634105
72,4,58,0.0686161650452578
72,5,85,0.0844364264121855
72,6,117,0.101540487977626
72,7,153,0.105745157312371
72,8,193,0.109499253887735
72,9,235,0.116039622841159
72,10,279,0.118820520476912
72,11,323,0.127186329119777
72,12,367,0.133079974255757
72,13,411,0.141638677848517
72,14,455,0.153287362919478
72,15,497,0.162968823009262
73,1,7,0.0184416888722092
73,2,19,0.0407392278420366
73,3,36,0.050383613093875
73,4,58,0.0679589190123882
73,5,85,0.0840781467479385
73,6,117,0.100911664153531
73,7,153,0.120072659023962
73,8,193,0.131933771864236
73,9,235,0.140967736142982
73,10,279,0.145922012959103
73,11,323,0.152233085969198
73,12,367,0.159369742705965
73,13,411,0.162968823009262
73,14,455,0.16415011520207
73,15,497,0.166328153273247
74,1,7,0.0195356486913858
74,2,19,0.0347865717232425
74,3,37,0.0523506086759983
74,4,61,0.0681027402088446
74,5,90,0.0884438508042745
74,6,124,0.107197062501068
74,7,161,0.122709728079686
74,8,201,0.133079974255757
74,9,244,0.141638677848517
74,10,290,0.153287362919478
74,11,337,0.162968823009262
74,12,385,0.16415011520207
74,13,431,0.166328153273247
74,14,475,0.166328153273247
74,15,514,0.166328153273247
75,1,7,0.0221236021697679
75,2,19,0.0441672219716675
75,3,36,0.0664870501807801
75,4,58,0.0892899821015798
75,5,85,0.110003327649829
75,6,117,0.122281435468392
75,7,153,0.136339451726938
75,8,193,0.146266703107609
75,9,235,0.147683310681717
75,10,279,0.156027835998553
75,11,323,0.157687113816434
75,12,367,0.162696249638063
75,13,411,0.166328153273247
75,14,455,0.166328153273247
75,15,497,0.166328153273247
76,1,7,0.0259488025391573
76,2,19,0.0514897945662758
76,3,37,0.0718941850425506
76,4,61,0.0942159287081827
76,5,90,0.111805546377936
76,6,124,0.124294394813352
76,7,161,0.146324933721479
76,8,201,0.156027835998553
76,9,244,0.157687113816434
76,10,290,0.162696249638063
76,11,337,0.166328153273247
76,12,385,0.166328153273247
76,13,431,0.166328153273247
76,14,475,0.166328153273247
76,15,514,0.166328153273247
77,1,7,0.0233411912233667
77,2,19,0.0447353959523336
77,3,36,0.0626187810441735
77,4,58,0.0801016214344165
77,5,85,0.102059752129244
77,6,117,0.123908406738315
77,7,153,0.138279559645938
77,8,193,0.151551098262336
77,9,235,0.157687113816434
77,10,279,0.162696249638063
77,11,323,0.166328153273247
77,12,367,0.166328153273247
77,13,411,0.166328153273247
77,14,455,0.166328153273247
77,15,497,0.166328153273247
78,1,7,0.0375720867772035
78,2,19,0.0648993195026008
78,3,36,0.0834959911412047
78,4,58,0.0972091963171332
78,5,85,0.105191872823798
78,6,117,0.105925072601983
78,7,153,0.117384769210131
78,8,193,0.128385555163311
78,9,235,0.138459135559546
78,10,279,0.144485707911736
78,11,323,0.152777712036662
78,12,367,0.159436102816377
78,13,411,0.162696249638063
78,14,455,0.166328153273247
78,15,497,0.166328153273247
79,1,7,0.0323294922381291
79,2,19,0.059424813329798
79,3,37,0.0800378192281407
79,4,61,0.0921655407758839
79,5,90,0.101586335642348
79,6,124,0.121604632581045
79,7,161,0.134836757045249
79,8,201,0.144079337627282
79,9,244,0.152777712036662
79,10,290,0.159436102816377
79,11,337,0.162696249638063
79,12,385,0.166328153273247
79,13,431,0.166328153273247
79,14,475,0.166328153273247
79,15,514,0.166328153273247
80,1,7,0.0261633939526258
80,2,19,0.0584822000761743
80,3,36,0.0821191501109385
80,4,58,0.0921655407758839
80,5,85,0.113419918410603
80,6,117,0.128385555163311
80,7,153,0.138459135559546
80,8,193,0.144485707911736
80,9,235,0.152777712036662
80,10,279,0.159436102816377
80,11,323,0.162696249638063
80,12,367,0.166328153273247
80,13,411,0.166328153273247
80,14,455,0.166328153273247
80,15,497,0.166328153273247
81,1,7,0.0308942967502874
81,2,19,0.0459253314894732
81,3,36,0.0540857154695357
81,4,58,0.0614071026472999
81,5,85,0.0756352237598052
81,6,117,0.0862196392113116
81,7,153,0.0977633823775729
81,8,193,0.112386405968212
81,9,235,0.126695819763369
81,10,279,0.134706156371678
81,11,323,0.144898830276587
81,12,367,0.152945332105644
81,13,411,0.161856983948819
81,14,455,0.164763251308503
81,15,497,0.166328153273247
82,1,7,0.0245947321872464
82,2,19,0.0380147501006091
82,3,37,0.0497336678929397
82,4,61,0.0667991443309506
82,5,90,0.072788610657217
82,6,124,0.089901991513897
82,7,161,0.113671359487133
82,8,201,0.129707856865073
82,9,244,0.144898830276587
82,10,290,0.152945332105644
82,11,337,0.161856983948819
82,12,385,0.164763251308503
82,13,431,0.166328153273247
82,14,475,0.166328153273247
82,15,514,0.166328153273247
83,1,7,0.0246790233108052
83,2,19,0.0365959854075682
83,3,36,0.0478320013055421
83,4,58,0.0602929112417319
83,5,85,0.0808330392257276
83,6,117,0.0952807380664117
83,7,153,0.109709588308382
83,8,193,0.11709360231917
83,9,235,0.127617084694685
83,10,279,0.135603588481739
83,11,323,0.144898830276587
83,12,367,0.152945332105644
83,13,411,0.161856983948819
83,14,455,0.164763251308503
83,15,497,0.166328153273247
84,1,7,0.0213128351920386
84,2,19,0.0377972371776967
84,3,36,0.0560471526367644
84,4,58,0.0698248920073921
84,5,85,0.0913170009821454
84,6,117,0.101930101136504
84,7,153,0.110650419659449
84,8,193,0.11584073197208
84,9,235,0.122410934111104
84,10,279,0.129038954354187
84,11,323,0.13647828019455
84,12,367,0.145069508237278
84,13,411,0.159121463305311
84,14,455,0.162683027469904
84,15,497,0.166328153273247
85,1,7,0.0259832661066154
85,2,19,0.0449283563694735
85,3,37,0.0651821885116232
85,4,61,0.084455850923729
85,5,90,0.106817725435711
85,6,124,0.11584073197208
85,7,161,0.122410934111104
85,8,201,0.122771810684989
85,9,244,0.122771810684989
85,10,290,0.131479694624466
85,11,337,0.142547473517668
85,12,385,0.152083616357344
85,13,431,0.162683027469904
85,14,475,0.166328153273247
85,15,514,0.166328153273247
86,1,7,0.0200591969692133
86,2,19,0.040864971267273
86,3,36,0.0615208890632025
86,4,58,0.0765915738735777
86,5,85,0.0848033115145452
86,6,117,0.0952498027013739
86,7,153,0.110270920288737
86,8,193,0.126924417815468
86,9,235,0.13647828019455
86,10,279,0.145069508237278
86,11,323,0.159121463305311
86,12,367,0.162683027469904
86,13,411,0.166328153273247
86,14,455,0.166328153273247
86,15,497,0.166328153273247
87,1,7,0.0256826885918452
87,2,19,0.0461614409875841
87,3,36,0.0533390636763022
87,4,58,0.0650775239322511
87,5,85,0.0752323779531798
87,6,117,0.0867558379398156
87,7,153,0.0989943095742643
87,8,193,0.109531137278657
87,9,235,0.120731976106591
87,10,279,0.122997579610305
87,11,323,0.124456415794795
87,12,367,0.124456415794795
87,13,411,0.124456415794795
87,14,455,0.131479694624466
87,15,497,0.142547473517668
88,1,7,0.0273856510220363
88,2,19,0.046164213615716
88,3,37,0.0656105809837121
88,4,61,0.0784750576719638
88,5,90,0.0921856557647832
88,6,124,0.10228380444786
88,7,161,0.11114323341602
88,8,201,0.115996757945499
88,9,244,0.122974054051871
88,10,290,0.124388869003678
88,11,337,0.124456415794795
88,12,385,0.131479694624466
88,13,431,0.142547473517668
88,14,475,0.152083616357344
88,15,514,0.162683027469904
89,1,7,0.027407828294212
89,2,19,0.0492698068321561
89,3,36,0.0682333741402621
89,4,58,0.0828522267742821
89,5,85,0.0946419757725926
89,6,117,0.102410955303276
89,7,153,0.11114323341602
89,8,193,0.115996757945499
89,9,235,0.122974054051871
89,10,279,0.124388869003678
89,11,323,0.124456415794795
89,12,367,0.124456415794795
89,13,411,0.124456415794795
89,14,455,0.131479694624466
89,15,497,0.142547473517668
90,1,7,0.0267683230409588
90,2,19,0.0441854190794643
90,3,36,0.058376908623297
90,4,58,0.0771092432483025
90,5,85,0.0978838817113385
90,6,117,0.116813968756627
90,7,153,0.129957474205609
90,8,193,0.140586326516437
90,9,235,0.145340363229415
90,10,279,0.154928815537495
90,11,323,0.166328153273247
90,12,367,0.166328153273247
90,13,411,0.166328153273247
90,14,455,0.166328153273247
90,15,497,0.166328153273247
91,1,7,0.0171753082848323
91,2,19,0.0358368588169241
91,3,37,0.0559485091309719
91,4,61,0.0737003328034294
91,5,90,0.097247607302881
91,6,124,0.118358679516573
91,7,161,0.138085531575252
91,8,201,0.152083616357344
91,9,244,0.162683027469904
91,10,290,0.166328153273247
91,11,337,0.166328153273247
91,12,385,0.166328153273247
91,13,431,0.166328153273247
91,14,475,0.166328153273247
91,15,514,0.166328153273247
92,1,7,0.0237854462867325
92,2,19,0.0393186189629989
92,3,36,0.0535129045697937
92,4,58,0.0677963565473613
92,5,85,0.0859345002556916
92,6,117,0.0992836836879991
92,7,153,0.110575044451307
92,8,193,0.127230385857497
92,9,235,0.140923296851693
92,10,279,0.152083616357344
92,11,323,0.162683027469904
92,12,367,0.166328153273247
92,13,411,0.166328153273247
92,14,455,0.166328153273247
92,15,497,0.166328153273247
93,1,7,0.0182641837875099
93,2,19,0.0339045874006305
93,3,36,0.0430559077865044
93,4,58,0.0568824551344022
93,5,85,0.0675969055979768
93,6,117,0.0824221039884071
93,7,153,0.095482124964827
93,8,193,0.109739111008741
93,9,235,0.119306050168298
93,10,279,0.137486762358966
93,11,323,0.150164483030822
93,12,367,0.152265433261668
93,13,411,0.154210990134178
93,14,455,0.15800705419946
93,15,497,0.162981944045772
94,1,7,0.0209260603956185
94,2,19,0.0345080061635845
94,3,36,0.0457274249428777
94,4,58,0.0584039751872685
94,5,85,0.0732969127470411
94,6,117,0.0868321403772822
94,7,153,0.0956606904528183
94,8,193,0.110779208963123
94,9,235,0.126641976532788
94,10,279,0.130577963024387
94,11,323,0.135253490135675
94,12,367,0.144140568001074
94,13,411,0.150164483030822
94,14,455,0.152265433261668
94,15,497,0.154210990134178
95,1,7,0.021685061384726
95,2,19,0.0364432580073255
95,3,37,0.0497102921713994
95,4,61,0.0646241632558475
95,5,90,0.079227061305884
95,6,124,0.096741636108258
95,7,161,0.109571570844228
95,8,201,0.119441766384915
95,9,244,0.131226836739179
95,10,290,0.133681716105109
95,11,337,0.139413015010002
95,12,385,0.144140568001074
95,13,431,0.150164483030822
95,14,475,0.152265433261668
95,15,514,0.156908812154234
96,1,7,0.0192257411885065
96,2,19,0.0405718693648246
96,3,37,0.0566400527722508
96,4,61,0.0699463906373325
96,5,90,0.0849693713556027
96,6,124,0.104603340601688
96,7,161,0.121762099066108
96,8,201,0.126394978459929
96,9,244,0.131226836739179
96,10,290,0.133681716105109
96,11,337,0.139413015010002
96,12,385,0.142174835776815
96,13,431,0.142465805860546
96,14,475,0.147294593181711
96,15,514,0.150164483030822
97,1,7,0.0226453620697497
97,2,19,0.0446032057808293
97,3,36,0.0607448265262955
97,4,58,0.0758863391398003
97,5,85,0.0914644693688183
97,6,117,0.110094251674618
97,7,153,0.119931570091574
97,8,193,0.124415900297263
97,9,235,0.131226836739179
97,10,279,0.133681716105109
97,11,323,0.139413015010002
97,12,367,0.139413015010002
97,13,411,0.142317802127558
97,14,455,0.147294593181711
97,15,497,0.147683310681717
98,1,7,0.0155079632523827
98,2,19,0.0292318620197235
98,3,36,0.0441876979574506
98,4,58,0.0591027858315615
98,5,85,0.0751898440843886
98,6,117,0.0860785437636349
98,7,153,0.0916901849712419
98,8,193,0.10278957846321
98,9,235,0.119943353419541
98,10,279,0.132899977001085
98,11,323,0.137541266702141
98,12,367,0.142788158152619
98,13,411,0.149279715615081
98,14,455,0.154017475138978
98,15,497,0.159369742705965
99,1,7,0.0174535276662212
99,2,19,0.0287859556849801
99,3,36,0.0417730943821109
99,4,58,0.0548483342584453
99,5,85,0.0665807489490313
99,6,117,0.0779351204564345
99,7,153,0.0913478390819195
99,8,193,0.0937706807766506
99,9,235,0.104210260024227
99,10,279,0.121362325883324
99,11,323,0.13205923157939
99,12,367,0.142788158152619
99,13,411,0.149279715615081
99,14,455,0.154017475138978
99,15,497,0.159369742705965
100,1,7,0.0196170497524488
100,2,19,0.0281619177946198
100,3,37,0.0437902162089765
100,4,61,0.0565930860970824
100,5,90,0.0684794774972874
100,6,124,0.0783980733003518
100,7,161,0.0941960823517347
100,8,201,0.105852417473165
100,9,244,0.117325085053778
100,10,290,0.129813318304816
100,11,337,0.143111332862865
100,12,385,0.154017475138978
100,13,431,0.159369742705965
100,14,475,0.162968823009262
100,15,514,0.166328153273247
101,1,7,0.0210201921195426
101,2,19,0.0313918750456966
101,3,37,0.0445780359676519
101,4,61,0.0543329417730443
101,5,90,0.0678963075994495
101,6,124,0.0799996360401108
101,7,161,0.092315161483187
101,8,201,0.109663666200139
101,9,244,0.126486270747977
101,10,290,0.135835468370727
101,11,337,0.143660637119948
101,12,385,0.153809197136187
101,13,431,0.162981944045772
101,14,475,0.166328153273247
101,15,514,0.166328153273247
102,1,7,0.0153509692971113
102,2,19,0.0336801588200201
102,3,36,0.0428216361146172
102,4,58,0.0536832547688208
102,5,85,0.0726563689805782
102,6,117,0.0862890198522392
102,7,153,0.104054969207445
102,8,193,0.120074155081529
102,9,235,0.136625534078063
102,10,279,0.145884966002474
102,11,323,0.152233085969198
102,12,367,0.159369742705965
102,13,411,0.162968823009262
102,14,455,0.16415011520207
102,15,497,0.166328153273247
103,1,7,0.0181447098140833
103,2,19,0.0318615629422568
103,3,36,0.0493793172933088
103,4,58,0.070997546371881
103,5,85,0.079180659726654
103,6,117,0.093041794067368
103,7,153,0.106844095868557
103,8,193,0.116263615299917
103,9,235,0.127186329119777
103,10,279,0.133079974255757
103,11,323,0.140967736142982
103,12,367,0.145922012959103
103,13,411,0.152233085969198
103,14,455,0.159369742705965
103,15,497,0.162968823009262
104,1,7,0.0194054982847172
104,2,19,0.0334863918871231
104,3,37,0.0455253856293617
104,4,61,0.0574272408926245
104,5,90,0.0704410995003092
104,6,124,0.0862890198522392
104,7,161,0.104054969207445
104,8,201,0.118169595979316
104,9,244,0.136625534078063
104,10,290,0.145884966002474
104,11,337,0.152233085969198
104,12,385,0.159369742705965
104,13,431,0.162968823009262
104,14,475,0.16415011520207
104,15,514,0.166328153273247
105,1,7,0.0173351322316432
105,2,19,0.0353746498202313
105,3,37,0.0475756081714028
105,4,61,0.0543546471439669
105,5,90,0.0642696363243554
105,6,124,0.080575765819994
105,7,161,0.0999177610254462
105,8,201,0.109181031049106
105,9,244,0.125737260463175
105,10,290,0.136764219119465
105,11,337,0.143693754928059
105,12,385,0.152560487482648
105,13,431,0.159369742705965
105,14,475,0.162968823009262
105,15,514,0.16415011520207
106,1,7,0.0241524030971629
106,2,19,0.0435985285281361
106,3,36,0.0648819998728336
106,4,58,0.0798684579386239
106,5,85,0.0990091301381735
106,6,117,0.110792823337569
106,7,153,0.126714654188614
106,8,193,0.140132805380988
106,9,235,0.147486762194219
106,10,279,0.156027835998553
106,11,323,0.157687113816434
106,12,367,0.162696249638063
106,13,411,0.166328153273247
106,14,455,0.166328153273247
106,15,497,0.166328153273247
107,1,7,0.021704544517269
107,2,19,0.0386647215208339
107,3,36,0.0532969369576128
107,4,58,0.0747589594377427
107,5,85,0.0952516003783544
107,6,117,0.106661388148156
107,7,153,0.121584077034583
107,8,193,0.140170859282603
107,9,235,0.150651192171144
107,10,279,0.160157367588854
107,11,323,0.166328153273247
107,12,367,0.166328153273247
107,13,411,0.166328153273247
107,14,455,0.166328153273247
107,15,497,0.166328153273247
108,1,7,0.024282701588902
108,2,19,0.0374237087876918
108,3,37,0.0530941788687733
108,4,61,0.0692030921701424
108,5,90,0.0897246289726599
108,6,124,0.106661388148156
108,7,161,0.121584077034583
108,8,201,0.140170859282603
108,9,244,0.150651192171144
108,10,290,0.160157367588854
108,11,337,0.166328153273247
108,12,385,0.166328153273247
108,13,431,0.166328153273247
108,14,475,0.166328153273247
108,15,514,0.166328153273247
109,1,7,0.0152903378607345
109,2,19,0.0294368726893757
109,3,37,0.0474738526584413
109,4,61,0.0655839224335831
109,5,90,0.0809131984981857
109,6,124,0.102697157911812
109,7,161,0.117971769847721
109,8,201,0.135461027817835
109,9,244,0.150282148836544
109,10,290,0.159369742705965
109,11,337,0.162968823009262
109,12,385,0.16415011520207
109,13,431,0.166328153273247
109,14,475,0.166328153273247
109,15,514,0.166328153273247
110,1,7,0.022309950050125
110,2,19,0.047824263018575
110,3,37,0.071183270815999
110,4,61,0.0920304235069071
110,5,90,0.106740210824311
110,6,124,0.11901460009298
110,7,161,0.131226836739179
110,8,201,0.133681716105109
110,9,244,0.139413015010002
110,10,290,0.139413015010002
110,11,337,0.142317802127558
